asset,horizon_s,term,coef,se,pval,nobs,r2
ES,300,pre_px_60,0.022551651143163827,0.02528485059398287,0.37244456519436653,1764,0.00686930378556927
ZT,0,Intercept,0.0,0.0,,1764,
ZT,0,emo_happy,0.0,0.0,,1764,
ZT,0,emo_surprise,0.0,0.0,,1764,
ZT,0,emo_anxious,0.0,0.0,,1764,
ZT,0,pre_px_60,0.0,0.0,,1764,
ZT,25,Intercept,0.03260741972888563,0.023495932638844013,0.16520100890686884,1764,0.2547325230877886
ZT,25,emo_happy,-0.03036302760976447,0.0240682222250123,0.20711431986200757,1764,0.2547325230877886
ZT,25,emo_surprise,-0.030654294728885444,0.02357315654456109,0.1934673691219544,1764,0.2547325230877886
ZT,25,emo_anxious,-0.03470511178721414,0.027597600780039228,0.20855783770383474,1764,0.2547325230877886
ZT,25,pre_px_60,-0.13425229173300307,0.025605396743895274,1.5787963755546217e-07,1764,0.2547325230877886
ZT,50,Intercept,-0.029908708644587674,0.03572728349748734,0.4025143421578632,1764,0.18745626435119567
ZT,50,emo_happy,0.0343163356753095,0.03576674344195685,0.3373330304961578,1764,0.18745626435119567
ZT,50,emo_surprise,0.03225245864458859,0.03583692969532741,0.36813180514066135,1764,0.18745626435119567
ZT,50,emo_anxious,0.029420345494984096,0.0358646007507248,0.41203535720767215,1764,0.18745626435119567
ZT,50,pre_px_60,-0.1562552415744721,0.02973849069026116,1.485806419813641e-07,1764,0.18745626435119567
ZT,75,Intercept,-0.012058994983228778,0.030355446119378387,0.6911759727375995,1764,0.20057465250233986
ZT,75,emo_happy,0.019801268110359392,0.03000481929824325,0.509294736472353,1764,0.20057465250233986
ZT,75,emo_surprise,0.01713711998322913,0.03037680637096958,0.572651051789829,1764,0.20057465250233986
ZT,75,emo_anxious,0.00382420301632686,0.03266019601872322,0.906788232687437,1764,0.20057465250233986
ZT,75,pre_px_60,-0.1520266858814073,0.029181413206353597,1.891365241620098e-07,1764,0.20057465250233986
ZT,100,Intercept,-0.012562488770702603,0.030380445363597262,0.6792361123153015,1764,0.20069150729107998
ZT,100,emo_happy,0.01779368768518228,0.029919121436036856,0.552026454553631,1764,0.20069150729107998
ZT,100,emo_surprise,0.02154686377070287,0.03041496852910471,0.4786785206878392,1764,0.20069150729107998
ZT,100,emo_anxious,-0.005438349421545419,0.0367789905092452,0.8824487956910786,1764,0.20069150729107998
ZT,100,pre_px_60,-0.15205364430390458,0.02918190519784647,1.8828621311437973e-07,1764,0.20069150729107998
ZT,125,Intercept,-0.04750845693973824,0.052764413380047365,0.3679136805270733,1764,0.1759498150100388
ZT,125,emo_happy,0.05276884223211826,0.05300975683145703,0.31951488489948554,1764,0.1759498150100388
ZT,125,emo_surprise,0.051414706939738535,0.052858507000082426,0.3307095998504227,1764,0.1759498150100388
ZT,125,emo_anxious,0.023506118776845095,0.05433826057463006,0.6653135831376932,1764,0.1759498150100388
ZT,125,pre_px_60,-0.16114964242520197,0.030635063903164048,1.4382015687715133e-07,1764,0.1759498150100388
ZT,150,Intercept,0.003906690070359521,0.017471076769738334,0.8230615571080415,1764,0.21709499733628812
ZT,150,emo_happy,0.002842097605999294,0.017781627489751012,0.8730123294381005,1764,0.21709499733628812
ZT,150,emo_surprise,0.0015620599296407509,0.018676357856134907,0.9333439674235678,1764,0.21709499733628812
ZT,150,emo_anxious,-0.0315903246248011,0.02850585845360513,0.2677734471033726,1764,0.21709499733628812
ZT,150,pre_px_60,-0.1467526114843116,0.027868481268628165,1.3950486556430043e-07,1764,0.21709499733628812
ZT,175,Intercept,0.044890987065937575,0.03393115107660665,0.18583465069403382,1764,0.28030177077866736
ZT,175,emo_happy,-0.03638939300246984,0.03510636813556228,0.2999471250778101,1764,0.28030177077866736
ZT,175,emo_surprise,-0.04137536206593738,0.034181994701415024,0.22610888467183698,1764,0.28030177077866736
ZT,175,emo_anxious,-0.0625128798967349,0.03983980655169205,0.11662323963386789,1764,0.28030177077866736
ZT,175,pre_px_60,-0.12780114117109415,0.0243511393193743,1.5354144825981655e-07,1764,0.28030177077866736
ZT,200,Intercept,-0.06706153043386191,0.053325673879834334,0.208542133030446,1764,0.16578916380514008
ZT,200,emo_happy,0.07680292526574137,0.05307800721407445,0.14790194266811707,1764,0.16578916380514008
ZT,200,emo_surprise,0.07487403043386226,0.05385911965391996,0.16447332620916222,1764,0.16578916380514008
ZT,200,emo_anxious,0.042977754513406685,0.05539167327789021,0.4378149062181087,1764,0.16578916380514008
ZT,200,pre_px_60,-0.16636165890916332,0.03173263493380169,1.5832555496308314e-07,1764,0.16578916380514008
ZT,225,Intercept,-0.06292495407617335,0.05638026866974624,0.2643874077921662,1764,0.18788121741107988
ZT,225,emo_happy,0.07654179207824724,0.054505912655940895,0.1602342365877769,1764,0.18788121741107988
ZT,225,emo_surprise,0.07464370407617366,0.05715912643713706,0.1915889415958263,1764,0.18788121741107988
ZT,225,emo_anxious,0.04094431902259775,0.06111153414775276,0.5028620551141503,1764,0.18788121741107988
ZT,225,pre_px_60,-0.1567606434288608,0.030128626114436292,1.9604776273701265e-07,1764,0.18788121741107988
ZT,250,Intercept,-0.011910298121455616,0.03816640877275968,0.75499316077913,1764,0.20071947675828228
ZT,250,emo_happy,0.03150777030030724,0.03857016226963162,0.4139884710823434,1764,0.20071947675828228
ZT,250,emo_surprise,0.01972279812145585,0.03914412128510054,0.6143662031975379,1764,0.20071947675828228
ZT,250,emo_anxious,0.0017372814244405697,0.042294884072564286,0.9672357456071865,1764,0.20071947675828228
ZT,250,pre_px_60,-0.15107306860901606,0.028876079477137266,1.6789261457161943e-07,1764,0.20071947675828228
ZT,275,Intercept,-0.02702725439024913,0.03398751207255,0.42649058717288235,1764,0.21636330073718346
ZT,275,emo_happy,0.04395802384047649,0.03165140281557486,0.16488823594268354,1764,0.21636330073718346
ZT,275,emo_surprise,0.036402254390249425,0.03528816873853148,0.30227309337058006,1764,0.21636330073718346
ZT,275,emo_anxious,0.01107293685001362,0.038847929157417,0.7756189572169456,1764,0.21636330073718346
ZT,275,pre_px_60,-0.14607632257511183,0.02807395993220858,1.9581471913780466e-07,1764,0.21636330073718346
ZT,300,Intercept,-0.04716576064500978,0.05165640775204434,0.36120731113981386,1764,0.1759546947699795
ZT,300,emo_happy,0.06638105687097462,0.04912444684603207,0.1766046198128154,1764,0.1759546947699795
ZT,300,emo_surprise,0.052634510645010055,0.052101337487477514,0.3123834869253467,1764,0.1759546947699795
ZT,300,emo_anxious,0.030956356196833,0.05628759452431365,0.5823415608749664,1764,0.1759546947699795
ZT,300,pre_px_60,-0.1624018846833471,0.031261849759612506,2.048404303198678e-07,1764,0.1759546947699795
